customer_id,month,tx_count,confirmed_count,total_amount,avg_amount,max_amount,cash_in_count,cash_out_count,cash_in_amount,cash_out_amount,pix_count,card_count,wire_count,cross_border_count,high_risk_country_count,sanctions_tx_count,high_risk_mcc_count,high_risk_merchant_count,ecommerce_no3ds_count,chargeback_count,ip_anomaly_proxy_count,rooted_count,near_10k_count,self_merchant_count,tx_rule_score_sum,tx_rule_score_max,unique_counterparties,full_name,cpf_cnpj,annual_income_brl,risk_rating,pep,kyc_tier,kyc_risk_score,sanctions_list_hit,declared_occupation,date_of_birth,registration_date,state,city,beneficial_owner,monthly_income_est,out_profile_threshold,M01_monthly_out_of_profile_dynamic,M02_velocity_high_volume,M03_structuring_near_10k_repeated,M04_cashin_to_cashout_pass_through_proxy,M05_crossborder_concentration,M06_high_risk_country_repeated,M07_sanctions_any_period,M08_pep_high_volume,M09_high_risk_mcc_repeated,M10_ecommerce_no3ds_repeated,M11_device_ip_risk_repeated,M12_self_merchant_any,month_rule_count,month_rule_score,month_rules_triggered
C102236,2025-09,11,11,21477.32,1952.4836363636364,4047.36,2,9,5324.41,16152.91,7,4,0,5,0,0,3,2,0,0,0,0,0,0,125.0,35.0,10,Customer 2237,99282797239,16250.0,Medium,No,L1,11.0,No,Mechanic,1963-07-03,2024-03-26,SP,Campinas,No,1354.1666666666667,20000.0,True,False,False,True,True,False,False,False,False,False,False,False,3,87.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration
C100042,2025-08,9,9,21465.68,2385.0755555555556,8706.56,2,7,10446.449999999999,11019.23,7,2,0,4,0,0,3,2,0,0,1,0,0,0,117.0,35.0,8,Customer 43,30445166915,32112.0,Low,No,L2,94.0,No,Consultant,1996-05-27,2020-07-16,GO,Goiânia,Yes,2676.0,20000.0,True,False,False,True,True,False,False,False,False,False,False,False,3,87.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration
C101390,2025-07,8,8,20700.38,2587.5475,4692.43,2,6,8735.26,11965.12,5,2,1,3,1,0,4,4,0,0,0,0,0,0,225.0,100.0,7,Customer 1391,10364106252,9235.0,Low,No,L2,46.0,No,Teacher,2000-12-26,2020-04-09,BA,Salvador,No,769.5833333333334,20000.0,True,False,False,True,True,False,False,False,False,False,False,False,3,87.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration
C100345,2025-09,9,9,20471.17,2274.5744444444445,6888.08,3,6,2602.1400000000003,17869.03,4,3,2,3,0,0,2,1,0,0,1,0,0,0,82.0,35.0,7,Customer 346,79800758669,10572.0,Low,No,L3,90.0,No,Student,1984-10-03,2020-01-17,MG,Belo Horizonte,No,881.0,20000.0,True,False,False,True,True,False,False,False,False,False,False,False,3,87.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration
C100855,2025-09,10,10,20375.96,2037.596,6939.72,5,5,7922.61,12453.35,6,3,1,3,0,0,3,1,0,0,0,0,0,0,85.0,35.0,6,Customer 856,79795254017,24847.0,High,No,L2,53.0,No,Lawyer,1960-09-19,2021-02-04,SP,Campinas,No,2070.5833333333335,20000.0,True,False,False,True,True,False,False,False,False,False,False,False,3,87.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration
C101023,2025-09,7,7,20196.04,2885.1485714285714,10004.16,2,5,3073.79,17122.25,6,1,0,3,0,0,2,1,0,0,0,0,0,0,68.0,35.0,6,Customer 1024,60651802995,12611.0,Medium,No,L2,56.0,No,Designer,1959-09-17,2022-01-28,MG,Belo Horizonte,No,1050.9166666666667,20000.0,True,False,False,True,True,False,False,False,False,False,False,False,3,87.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration
C100168,2025-08,11,10,98646.99,8967.908181818182,71764.17,2,9,1724.83,96922.16,4,7,0,2,0,0,5,3,0,0,0,0,0,0,203.0,83.0,10,Customer 169,53669347833,21744.0,Low,No,L3,36.0,No,Nurse,1998-08-12,2022-12-04,AM,Manaus,No,1812.0,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101167,2025-09,11,11,98242.5,8931.136363636364,41475.36,2,9,2485.56,95756.94,7,4,0,2,0,0,7,5,0,0,1,1,0,0,263.0,53.0,10,Customer 1168,21789890572,7349.0,Low,No,L2,66.0,No,Teacher,1964-05-06,2022-12-08,PE,Recife,No,612.4166666666666,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101365,2025-09,14,13,96088.93,6863.495,22244.82,3,11,22029.7,74059.23,10,3,1,1,0,0,5,1,0,1,2,0,1,0,263.0,53.0,12,Customer 1366,09296054560,10026.0,Low,No,L2,17.0,No,Teacher,1997-05-30,2023-08-03,RS,Porto Alegre,No,835.5,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101852,2025-09,11,10,88691.54000000001,8062.867272727273,44734.73,5,6,17044.91,71646.63,3,5,3,2,0,0,6,1,0,0,2,2,0,0,172.0,43.0,7,Customer 1853,34312226920,40486.0,Low,No,L3,71.0,No,Trader,1967-07-10,2022-10-23,SC,Florianópolis,No,3373.8333333333335,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100692,2025-08,13,13,86172.58,6628.66,29194.63,4,9,21444.08,64728.5,9,3,1,1,0,0,5,3,1,0,2,1,0,0,263.0,35.0,10,Customer 693,53521455888,5213.0,Low,No,L3,73.0,No,Student,1975-06-21,2020-06-26,SP,Campinas,No,434.4166666666667,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102430,2025-09,14,12,81735.66,5838.261428571429,17681.79,2,12,4405.32,77330.34,9,5,0,1,0,0,5,1,0,0,1,0,1,0,175.0,35.0,13,Customer 2431,91298286767,46832.0,Medium,No,L1,78.0,No,Software Engineer,2001-07-09,2023-05-01,PA,Belém,No,3902.6666666666665,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101465,2025-07,12,11,80122.98,6676.915,17226.7,2,10,4666.51,75456.47,8,4,0,2,0,0,5,4,1,1,1,0,0,0,277.0,53.0,11,Customer 1466,61959435751,11697.0,Low,No,L1,52.0,No,Software Engineer,1965-05-26,2022-02-02,PR,Curitiba,No,974.75,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100353,2025-07,11,11,77351.34999999999,7031.9409090909085,25281.42,4,7,20605.13,56746.22,7,4,0,3,0,0,7,4,0,0,1,0,0,0,291.0,53.0,8,Customer 354,77095682088,12760.0,Low,No,L1,61.0,No,Software Engineer,1970-10-13,2024-04-19,PE,Recife,No,1063.3333333333333,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102002,2025-08,13,13,76790.83,5906.986923076924,26380.46,2,11,12934.34,63856.49,10,3,0,1,0,0,5,2,0,0,1,0,0,0,241.0,35.0,12,Customer 2003,00836116372,9257.0,Low,No,L3,62.0,No,Accountant,1958-07-16,2025-06-21,AM,Manaus,No,771.4166666666666,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102015,2025-07,12,10,75508.72,6292.393333333333,18053.06,2,10,11952.349999999999,63556.369999999995,6,5,1,3,0,0,7,3,0,0,1,0,0,0,289.0,53.0,10,Customer 2016,33694319111,8761.0,Medium,No,L1,42.0,No,Nurse,1960-07-24,2025-06-26,RJ,Rio de Janeiro,No,730.0833333333334,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101504,2025-09,11,9,74688.86,6789.896363636363,24004.14,2,9,16184.11,58504.75,10,1,0,0,0,0,5,3,0,1,0,1,1,0,233.0,53.0,10,Customer 1505,40406866879,6840.0,Low,No,L1,42.0,No,Software Engineer,1973-10-06,2025-08-21,RN,Natal,No,570.0,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102366,2025-09,14,14,73554.7,5253.907142857142,13223.98,2,12,12631.34,60923.36,12,1,1,1,0,0,8,3,0,0,2,0,0,0,278.0,53.0,13,Customer 2367,62400495939,26366.0,Low,No,L3,33.0,No,Freelancer,2012-12-08,2020-09-22,CE,Fortaleza,No,2197.1666666666665,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101225,2025-08,11,9,73398.95999999999,6672.632727272727,25419.65,4,7,40514.62,32884.34,7,3,1,2,0,0,6,4,1,1,0,0,0,0,244.0,53.0,8,Customer 1226,91831182541,7629.0,Low,No,L2,82.0,No,Designer,1974-02-24,2022-06-07,BA,Salvador,No,635.75,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100299,2025-08,14,12,72738.45999999999,5195.604285714285,16816.05,5,9,12563.61,60174.85,9,5,0,4,0,0,5,3,1,0,1,1,0,0,231.0,35.0,10,Customer 300,57735801837,13265.0,Low,No,L1,30.0,No,Store Owner,1977-05-14,2024-03-20,DF,Brasília,No,1105.4166666666667,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102136,2025-09,14,14,72294.48000000001,5163.891428571429,15798.61,2,12,14375.37,57919.11,6,7,1,3,0,0,5,3,0,0,0,0,0,0,189.0,35.0,13,Customer 2137,24132912552,14366.0,Low,No,L2,81.0,No,Mechanic,2006-11-21,2024-03-03,PR,Curitiba,No,1197.1666666666667,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100102,2025-08,13,12,71294.44,5484.1876923076925,23728.6,4,9,36325.869999999995,34968.57,7,6,0,2,0,0,5,3,0,1,1,0,0,0,223.0,53.0,10,Customer 103,85673268195,24064.0,Low,No,L2,80.0,No,Store Owner,2015-03-14,2024-04-13,SP,São Paulo,Yes,2005.3333333333333,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100703,2025-09,10,10,68502.0,6850.2,19796.69,2,8,24702.96,43799.04,6,3,1,2,0,0,5,0,0,0,0,1,0,0,179.0,43.0,9,Customer 704,18836350531,14917.0,Medium,No,L2,92.0,No,Accountant,2011-09-21,2024-05-14,AM,Manaus,No,1243.0833333333333,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102300,2025-08,10,10,65857.38,6585.738,21835.56,3,7,26538.870000000003,39318.51,6,4,0,1,0,0,5,3,0,0,2,0,0,0,195.0,53.0,8,Customer 2301,61089328832,31000.0,Low,No,L2,81.0,No,Nurse,1994-01-22,2021-05-23,MG,Belo Horizonte,No,2583.3333333333335,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101876,2025-09,12,12,64178.770000000004,5348.230833333334,24322.93,2,10,5435.55,58743.22,9,2,1,1,1,0,5,3,1,0,1,0,0,0,266.0,65.0,11,Customer 1877,23383715610,22079.0,Medium,No,L2,58.0,No,Designer,2017-06-17,2025-09-12,RS,Porto Alegre,No,1839.9166666666667,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102481,2025-08,14,13,63957.42,4568.387142857143,23489.84,2,12,2617.8,61339.619999999995,9,4,1,0,0,0,6,5,0,1,1,1,0,0,308.0,73.0,13,Customer 2482,85664754887,21921.0,Medium,No,L3,48.0,No,Designer,2010-03-30,2024-05-27,PA,Belém,No,1826.75,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100997,2025-09,12,11,62407.93,5200.660833333333,19739.31,3,9,7140.92,55267.009999999995,10,2,0,2,0,0,5,2,1,0,0,0,0,0,209.0,53.0,10,Customer 998,49354661121,11623.0,Medium,No,L2,41.0,No,Chef,1990-01-08,2022-05-26,RS,Porto Alegre,No,968.5833333333334,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100829,2025-08,12,11,61611.18,5134.265,12998.64,2,10,8639.46,52971.72,6,5,1,2,1,0,5,4,1,1,2,0,0,0,358.0,85.0,11,Customer 830,38059270204,4896.0,Low,No,L1,55.0,No,Software Engineer,1980-09-29,2022-10-29,MG,Belo Horizonte,No,408.0,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100628,2025-09,14,13,61579.75,4398.553571428572,11848.26,3,11,18704.79,42874.96,6,6,2,2,0,0,5,2,0,0,1,0,0,0,218.0,53.0,12,Customer 629,01600122149,21237.0,Low,No,L3,38.0,No,Consultant,2005-03-10,2020-05-04,SC,Florianópolis,No,1769.75,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101326,2025-09,11,11,60957.96,5541.632727272728,35521.44,2,9,4953.48,56004.48,6,4,1,3,0,0,6,3,1,0,1,0,0,0,238.0,53.0,10,Customer 1327,54109343605,39422.0,Medium,No,L2,63.0,No,Teacher,1981-08-26,2023-09-17,PA,Belém,No,3285.1666666666665,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100853,2025-09,9,7,60730.07,6747.785555555555,20498.63,3,6,7322.54,53407.53,4,5,0,0,0,0,5,4,0,2,0,0,0,0,231.0,55.0,7,Customer 854,94467698829,8326.0,Medium,No,L1,47.0,No,Accountant,1980-06-15,2022-05-07,RS,Porto Alegre,No,693.8333333333334,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100822,2025-07,9,8,60727.920000000006,6747.546666666667,23484.23,4,5,16152.470000000001,44575.450000000004,7,2,0,2,0,0,5,3,0,1,1,0,0,0,223.0,65.0,6,Customer 823,96444390371,15035.0,Medium,No,L2,91.0,No,Software Engineer,1982-09-27,2020-02-01,RS,Porto Alegre,No,1252.9166666666667,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100151,2025-08,11,11,60723.65,5520.331818181819,15740.24,2,9,8390.54,52333.11,6,5,0,1,0,0,5,3,0,0,0,0,0,0,171.0,53.0,10,Customer 152,23585744340,8637.0,Low,No,L2,53.0,No,Store Owner,1959-12-15,2023-11-26,MG,Belo Horizonte,Yes,719.75,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100536,2025-08,12,12,60267.56,5022.296666666666,13458.96,3,9,12310.99,47956.57,7,5,0,3,0,0,6,3,0,0,2,2,0,0,232.0,35.0,10,Customer 537,56968828043,12357.0,Low,No,L1,58.0,No,Mechanic,1977-06-01,2024-12-05,MG,Belo Horizonte,No,1029.75,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101785,2025-07,13,11,60044.36,4618.796923076923,23020.84,4,9,6915.23,53129.13,8,5,0,3,0,0,5,4,0,0,2,0,0,0,217.0,35.0,10,Customer 1786,07729111154,10280.0,Low,No,L3,72.0,No,Software Engineer,1976-07-21,2024-01-17,BA,Salvador,No,856.6666666666666,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102220,2025-07,11,11,58250.24,5295.476363636363,25207.0,2,9,7244.3099999999995,51005.93,6,4,1,1,0,0,5,2,1,0,1,0,0,0,201.0,53.0,10,Customer 2221,40890258319,26551.0,Low,No,L3,78.0,No,Trader,1982-06-12,2025-06-05,SP,Campinas,No,2212.5833333333335,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102158,2025-07,14,13,56987.49,4070.535,13327.22,4,10,16989.43,39998.06,7,6,1,4,0,0,6,2,1,1,2,0,0,0,248.0,47.0,11,Customer 2159,23446242183,19944.0,Low,No,L3,49.0,No,Chef,2018-08-18,2021-02-05,RJ,Rio de Janeiro,No,1662.0,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101289,2025-07,12,10,56615.07,4717.9225,20264.18,4,8,8600.73,48014.34,6,4,2,2,0,0,5,3,0,1,2,2,0,0,275.0,35.0,9,Customer 1290,28641228289,24076.0,Low,No,L2,68.0,No,Trader,2018-12-27,2025-01-04,GO,Goiânia,No,2006.3333333333333,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100187,2025-07,12,11,56236.420000000006,4686.368333333334,17495.41,4,8,25597.75,30638.670000000002,8,3,1,1,0,0,5,3,0,0,1,1,0,0,215.0,45.0,9,Customer 188,94996572458,16818.0,Medium,No,L3,39.0,No,Nurse,2014-11-09,2022-06-30,SP,São Paulo,No,1401.5,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101737,2025-07,13,10,56175.94,4321.226153846154,12454.53,2,11,2381.5,53794.44,7,5,1,3,0,0,5,2,0,1,2,1,0,0,247.0,55.0,11,Customer 1738,05768372331,19572.0,Low,No,L1,71.0,No,Software Engineer,1993-03-18,2021-06-24,PR,Curitiba,No,1631.0,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100132,2025-08,11,11,55132.35,5012.031818181818,19201.69,2,9,8735.45,46396.899999999994,5,6,0,3,0,0,5,1,0,0,1,2,0,0,183.0,53.0,10,Customer 133,73023195271,17315.0,Low,No,L2,55.0,No,Accountant,1992-07-19,2020-11-03,SP,Campinas,No,1442.9166666666667,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101770,2025-07,13,12,54371.79,4182.445384615385,14054.07,3,10,19055.760000000002,35316.03,9,4,0,3,0,0,7,2,0,0,1,0,0,0,210.0,53.0,11,Customer 1771,89270196597,19633.0,Low,No,L3,56.0,No,Trader,1977-11-22,2024-02-15,AM,Manaus,No,1636.0833333333333,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101817,2025-09,13,12,54367.28,4182.098461538461,12637.81,2,11,6589.65,47777.63,6,6,1,2,0,0,5,1,0,0,1,0,1,0,157.0,47.0,12,Customer 1818,60560991768,15736.0,Medium,No,L3,46.0,No,Nurse,2006-03-25,2020-09-22,PA,Belém,No,1311.3333333333333,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100435,2025-09,14,13,53730.94,3837.924285714286,12896.78,5,9,22015.73,31715.21,6,8,0,3,0,0,7,1,0,1,0,0,0,0,183.0,35.0,10,Customer 436,70202711700,6995.0,Low,No,L2,100.0,No,Dentist,2001-02-17,2020-12-18,PA,Belém,No,582.9166666666666,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101877,2025-09,14,14,53701.380000000005,3835.8128571428574,17420.2,3,11,6072.65,47628.73,4,10,0,1,0,0,5,2,0,0,0,1,0,0,143.0,35.0,12,Customer 1878,03231245770,20311.0,Low,No,L1,52.0,No,Software Engineer,1998-02-18,2021-03-20,MG,Belo Horizonte,No,1692.5833333333333,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101006,2025-07,9,8,53668.72,5963.191111111111,19599.76,2,7,6885.4400000000005,46783.28,5,4,0,2,0,0,5,0,1,0,0,1,0,0,179.0,53.0,8,Customer 1007,37882533603,11572.0,Low,No,L1,57.0,No,Software Engineer,1987-06-28,2020-07-08,SP,São Paulo,No,964.3333333333334,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100159,2025-09,12,10,53593.84,4466.153333333333,11836.38,2,10,4694.8099999999995,48899.03,6,6,0,3,0,0,6,3,0,1,1,0,0,0,220.0,55.0,11,Customer 160,45862848383,29103.0,Low,No,L2,72.0,No,Store Owner,1994-12-26,2021-03-12,MG,Belo Horizonte,No,2425.25,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101865,2025-09,13,13,53418.869999999995,4109.1438461538455,12737.13,4,9,10212.630000000001,43206.24,8,5,0,2,0,0,5,3,0,0,1,0,1,0,177.0,65.0,10,Customer 1866,44651599805,9550.0,Low,No,L2,7.0,No,Nurse,1990-01-23,2023-06-07,PR,Curitiba,No,795.8333333333334,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102265,2025-09,12,11,53137.26,4428.1050000000005,15984.28,6,6,22474.82,30662.44,4,6,2,1,0,0,5,2,1,0,0,1,2,0,225.0,53.0,7,Customer 2266,76066728423,12744.0,Medium,No,L3,70.0,No,Freelancer,1961-02-10,2022-04-26,GO,Goiânia,No,1062.0,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100838,2025-08,10,9,53093.81,5309.380999999999,15933.4,4,6,19577.53,33516.28,7,2,1,2,0,0,6,2,0,0,0,0,0,0,166.0,35.0,7,Customer 839,65477171220,26809.0,Low,No,L2,42.0,No,Software Engineer,2005-06-10,2021-01-25,SP,São Paulo,No,2234.0833333333335,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C102459,2025-08,12,10,52614.99,4384.5824999999995,12693.33,4,8,29188.78,23426.21,6,4,2,2,0,0,5,2,0,1,0,0,0,0,153.0,35.0,9,Customer 2460,04761750687,11940.0,Medium,No,L3,49.0,No,Designer,1989-02-08,2021-07-03,BA,Salvador,No,995.0,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101667,2025-09,14,13,50140.34,3581.452857142857,17850.03,4,10,25210.699999999997,24929.64,9,5,0,0,0,0,5,3,0,0,1,0,0,0,185.0,35.0,11,Customer 1668,44276685308,12955.0,Medium,No,L1,25.0,No,Mechanic,2008-04-27,2021-07-31,PE,Recife,No,1079.5833333333333,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100601,2025-07,11,11,50088.28,4553.48,10763.2,5,6,20315.62,29772.66,5,6,0,0,0,0,5,3,0,0,0,0,0,0,173.0,35.0,7,Customer 602,88971272441,17870.0,Low,No,L1,80.0,No,Store Owner,1993-10-22,2022-11-12,RN,Natal,No,1489.1666666666667,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C100804,2025-09,9,8,49717.85,5524.205555555555,22523.5,2,7,23642.86,26074.989999999998,7,2,0,0,0,0,5,2,0,0,0,1,1,0,175.0,35.0,8,Customer 805,48625413232,31668.0,Low,No,L1,54.0,No,Designer,1998-04-25,2023-09-26,RS,Porto Alegre,No,2639.0,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
C101658,2025-09,11,10,49645.88,4513.261818181818,8947.43,2,9,4529.88,45116.0,8,3,0,3,0,0,5,0,0,0,1,1,0,0,117.0,35.0,10,Customer 1659,85700417837,24272.0,Low,No,L3,61.0,No,Driver,1964-08-02,2023-06-09,BA,Salvador,No,2022.6666666666667,20000.0,True,False,False,True,False,False,False,False,True,False,False,False,3,85.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated
